Facility Name,Email,Division,District,Reporting Date,Status,Verified,Suspected cases,Confirmed cases,Suspected deaths,Confirmed deaths,Admitted,Discharged,Serum samples sent,,,,,,,,,,
Holy Family Red Crescent Medical College Hospital,hfrcmchdhaka@yahoo.com,Dhaka,Dhaka,4/15/2026,,,0,3,0,0,0,3,,,,,,,,,,,
Ibn Sina Hospital,ibnsinahospitaldhanmondidengue@gmail.com,Dhaka,Dhaka,4/15/2026,,,0,0,0,0,0,0,,,,,,,,,,,
"Infectious Diseases Hospital, Mohakhali, Dhaka-1212",kidh@hospi.dghs.gov.bd,Dhaka,Dhaka,4/15/2026,,,41,0,0,0,9,3,,,,,,,,,,,
Insaf Barakah Kidney & General Hospital,insafbarakah@gmail.com,Dhaka,Dhaka,4/15/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Jamalpur Civil Surgeon Office,jamalpur@cs.dghs.gov.bd,Mymensingh,Jamalpur,4/15/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Japan Bangladesh Friendship Hospital Ltd.,jbfh24@yahoo.com,Dhaka,Dhaka,4/15/2026,,,0,0,0,0,0,0,,,,,,,,,,,
jashore Civil Surgeon Office,jashore@cs.dghs.gov.bd,Khulna,jashore,4/15/2026,,,13,0,0,0,13,12,,,,,,,,,,,
Jhalakathi Civil Surgeon Office,jhalakathi@cs.dghs.gov.bd,Barisal,Jhalakathi,4/15/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Jhenaidah Civil Surgeon Office,jhenaidah@cs.dghs.gov.bd,Khulna,Jhenaidah,4/15/2026,,,1,0,0,0,1,3,,,,,,,,,,,
Joypurhat Civil Surgeon Office,joypurhat@cs.dghs.gov.bd,Rajshahi,Joypurhat,4/15/2026,,,1,0,0,0,1,0,,,,,,,,,,,
Kasir Uddin Hospital & Diagnostic Center,zunaed.kmmch@gmail.com,Rangpur,Rangpur,4/15/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Khagrachhari Civil Surgeon Office,khagrachhari@cs.dghs.gov.bd,Chattogram,Khagrachhari,4/15/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Khulna Civil Surgeon Office,khulna@cs.dghs.gov.bd,Khulna,Khulna,4/15/2026,,,13,0,0,0,13,6,,,,,,,,,,,
Kishoreganj Civil Surgeon Office,kishoreganj@cs.dghs.gov.bd,Dhaka,Kishoreganj,4/15/2026,,,8,1,0,0,5,5,,,,,,,,,,,
Kurigram Civil Surgeon Office,kurigram@cs.dghs.gov.bd,Rangpur,Kurigram,4/15/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Kurmitola General Hospital,curmitolahospital@hospi.dghs.gov.bd,Dhaka,Dhaka,4/15/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Kushtia Civil Surgeon Office,kushtia@cs.dghs.gov.bd,Khulna,Kushtia,4/15/2026,,,26,0,0,0,26,30,,,,,,,,,,,
Kuwait Bangladesh Friendship Govt. Hospital,kbfgh@hospi.dghs.gov.bd,Dhaka,Dhaka,4/15/2026,,,0,0,0,0,4,3,,,,,,,,,,,
Labaid Hospital,shankarpanday144@gmail.com,Dhaka,Dhaka,4/15/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Lakshmipur Civil Surgeon Office,lakshmipur@cs.dghs.gov.bd,Chattogram,Lakshmipur,4/15/2026,,,3,0,0,0,3,5,,,,,,,,,,,
lalmonirhat Civil Surgeon Office,lalmonirhat@cs.dghs.gov.bd,Rangpur,lalmonirhat,4/15/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Madaripur Civil Surgeon Office,madaripur@cs.dghs.gov.bd,Dhaka,Madaripur,4/15/2026,,,6,0,0,0,6,3,,,,,,,,,,,
Magura Civil Surgeon Office,magura@cs.dghs.gov.bd,Khulna,Magura,4/15/2026,,,8,0,0,0,8,9,,,,,,,,,,,
Manikganj Civil Surgeon Office,manikganj@cs.dghs.gov.bd,Dhaka,Manikganj,4/15/2026,,,12,0,0,0,12,7,,,,,,,,,,,
MARKS Medical College Hospital,marksgroupit@gmail.com,Dhaka,Dhaka,4/15/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Meherpur Civil Surgeon Office,meherpur@cs.dghs.gov.bd,Khulna,Meherpur,4/15/2026,,,5,0,0,0,3,2,,,,,,,,,,,
Millennium Specialized Hospital Ltd.,infomshl99@gmail.com,Dhaka,Dhaka,4/15/2026,,,0,0,0,0,0,2,,,,,,,,,,,
Moulvibazar Civil Surgeon Office,moulvibazar@cs.dghs.gov.bd,Sylhet,Moulvibazar,4/15/2026,,,8,0,0,0,8,2,,,,,,,,,,,
"Mugda Medical College Hospital, Dhaka",first@hospi.dghs.gov.bd,Dhaka,Dhaka,4/15/2026,,,12,0,0,0,12,1,,,,,,,,,,,
Munshiganj Civil Surgeon Office,munshiganj@cs.dghs.gov.bd,Dhaka,Munshiganj,4/15/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Mymensingh Civil Surgeon Office,mymensingh@cs.dghs.gov.bd,Mymensingh,Mymensingh,4/15/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Naogaon Civil Surgeon Office,naogaon@cs.dghs.gov.bd,Rajshahi,Naogaon,4/15/2026,,,2,0,0,0,2,0,,,,,,,,,,,
Narail Civil Surgeon Office,narail@cs.dghs.gov.bd,Khulna,Narail,4/15/2026,,,0,0,0,0,0,3,,,,,,,,,,,
Narayanganj Civil Surgeon Office,narayanganj@cs.dghs.gov.bd,Dhaka,Narayanganj,4/15/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Narsingdi Civil Surgeon Office,narsingdi@cs.dghs.gov.bd,Dhaka,Narsingdi,4/15/2026,,,6,0,0,0,6,9,,,,,,,,,,,
National Institute of Traumatology and Orthopaedic Rehabilitation (NITOR),nitor@hospi.dghs.gov.bd,Dhaka,Dhaka,4/15/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Natore Civil Surgeon Office,natore@cs.dghs.gov.bd,Rajshahi,Natore,4/15/2026,,,17,0,0,0,7,0,,,,,,,,,,,
Netrokona Civil Surgeon Office,netrokona@cs.dghs.gov.bd,Mymensingh,Netrokona,4/15/2026,,,1,0,0,0,1,4,,,,,,,,,,,
Nilphamari Civil Surgeon Office,nilphamari@cs.dghs.gov.bd,Rangpur,Nilphamari,4/15/2026,,,0,0,0,0,0,1,,,,,,,,,,,
Noakhali Civil Surgeon Office,noakhali@cs.dghs.gov.bd,Chattogram,Noakhali,4/15/2026,,,13,0,0,0,13,18,,,,,,,,,,,
Pabna Civil Surgeon Office,pabna@cs.dghs.gov.bd,Rajshahi,Pabna,4/15/2026,,,14,0,0,0,14,10,,,,,,,,,,,
Panchagarh Civil Surgeon Office,panchagarh@cs.dghs.gov.bd,Rangpur,Panchagarh,4/15/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Patuakhali Civil Surgeon Office,patuakhali@cs.dghs.gov.bd,Barisal,Patuakhali,4/15/2026,,,21,0,0,0,21,13,,,,,,,,,,,
Pirojpur Civil Surgeon Office,pirojpur@cs.dghs.gov.bd,Barisal,Pirojpur,4/15/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Popular medical college hospital,pmchcoordinator@yahoo.com,Dhaka,Dhaka,4/15/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Rajbari Civil Surgeon Office,rajbari@cs.dghs.gov.bd,Dhaka,Rajbari,4/15/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Rajshahi Civil Surgeon Office,rajshahi@cs.dghs.gov.bd,Rajshahi,Rajshahi,4/15/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Rajshahi Medical College Hospital,rajshahimch@hospi.dghs.gov.bd,Rajshahi,Rajshahi,4/15/2026,,,164,0,0,0,24,14,,,,,,,,,,,
Rangamati Civil Surgeon Office,rangamati@cs.dghs.gov.bd,Chattogram,Rangamati,4/15/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Rangpur Civil Surgeon Office,rangpur@cs.dghs.gov.bd,Rangpur,Rangpur,4/15/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Satkhira Civil Surgeon Office,satkhira@cs.dghs.gov.bd,Khulna,Satkhira,4/15/2026,,,2,0,0,0,2,0,,,,,,,,,,,
"Shaheed Monsur Ali Medical College Hospital, Uttara, Dhaka",smamch.1995@gmail.com,Dhaka,Dhaka,4/15/2026,,,0,0,0,0,1,0,,,,,,,,,,,
Shaheed Suhrawardy Medical College Hospital,ssh@hospi.dghs.gov.bd,Dhaka,Dhaka,4/15/2026,,,40,0,0,0,38,1,,,,,,,,,,,
Shariatpur Civil Surgeon Office,shariatpur@cs.dghs.gov.bd,Dhaka,Shariatpur,4/15/2026,,,9,0,1,0,9,0,,,,,,,,,,,
Sherpur Civil Surgeon Office,sherpur@cs.dghs.gov.bd,Mymensingh,Sherpur,4/15/2026,,,0,0,0,0,0,1,,,,,,,,,,,
Sir Saimullah Medical College Mitford Hospital Dhaka,mitford@hospi.dghs.gov.bd,Dhaka,Dhaka,4/15/2026,,,0,0,0,0,4,4,,,,,,,,,,,
Sirajganj Civil Surgeon Office,sirajganj@cs.dghs.gov.bd,Rajshahi,Sirajganj,4/15/2026,,,11,11,0,0,11,13,,,,,,,,,,,
Square Hospital Lt,muktadir@squarehospital.com,Dhaka,Dhaka,4/15/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Sunamganj Civil Surgeon Office,sunamganj@cs.dghs.gov.bd,Sylhet,Sunamganj,4/15/2026,,,14,3,0,0,14,11,,,,,,,,,,,
Sylhet Civil Surgeon Office,sylhet@cs.dghs.gov.bd,Sylhet,Sylhet,4/15/2026,,,7,0,0,0,7,4,,,,,,,,,,,
Tangail Civil Surgeon Office,tangail@cs.dghs.gov.bd,Dhaka,Tangail,4/15/2026,,,18,0,0,0,18,9,,,,,,,,,,,
Thakurgaon Civil Surgeon Office,thakurgaon@cs.dghs.gov.bd,Rangpur,Thakurgaon,4/15/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Universal medical college hospital,umcrc2022@gmail.com,Dhaka,Dhaka,4/15/2026,,,0,1,0,0,0,0,,,,,,,,,,,
Uttara Crescent Hospital,shuvo.uch@gmail.com,Dhaka,Dhaka,4/15/2026,,,0,0,0,0,0,1,,,,,,,,,,,
"Zainul Haque Sikder Women's Medical College & Hospital (Pvt.) Ltd. , Gulshan Branch",info@sikderhospital.net,Dhaka,Dhaka,4/15/2026,,,0,0,0,0,0,0,,,,,,,,,,,
"Ad-din Medical College Hospital, Moghbazar, Dhaka-1217",mdshihab886@gmail.com,Dhaka,Dhaka,4/16/2026,,,0,0,0,0,0,2,,,,,,,,,,,
AMZ Hospital Ltd.,amzhospitalltd.mis10699@gmail.com,Dhaka,Dhaka,4/16/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Anwer Khan Modern Medical College Hospital,akmmchcovid19@gmail.com,Dhaka,Dhaka,4/16/2026,,,0,9,0,1,0,4,,,,,,,,,,,
Asgar Ali Hospital,zahidulhaq@asgaralihospital.com,Dhaka,Dhaka,4/16/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Bagerhat Civil Surgeon Office,bagerhat@cs.dghs.gov.bd,Khulna,Bagerhat,4/16/2026,,,17,2,0,0,13,9,,,,,,,,,,,
Bandarban Civil Surgeon Office,bandarban@cs.dghs.gov.bd,Chattogram,Bandarban,4/16/2026,,,3,0,0,0,3,2,,,,,,,,,,,
Bangladesh medical University,bmu@example.com,Dhaka,Dhaka,4/16/2026,,,8,8,0,0,8,1,,,,,,,,,,,
Bangladesh Shishu Hospital & Institute,epiddsh@gmail.com,Dhaka,Dhaka,4/16/2026,,,11,0,0,0,11,12,,,,,,,,,,,
Bangladesh Specialized Hospital PLC,bshl.dhaka@gmail.com,Dhaka,Dhaka,4/16/2026,,,2,1,0,0,2,1,,,,,,,,,,,
Barguna Civil Surgeon Office,barguna@cs.dghs.gov.bd,Barisal,Barguna,4/16/2026,,,23,0,0,0,13,6,,,,,,,,,,,
Barisal Civil Surgeon Office,barisal@cs.dghs.gov.bd,Barisal,Barisal,4/16/2026,,,26,0,0,0,11,5,,,,,,,,,,,
Bhola Civil Surgeon Office,bhola@cs.dghs.gov.bd,Barisal,Bhola,4/16/2026,,,7,0,0,0,7,6,,,,,,,,,,,
BIHS General Hospital,mhasemanto@gmail.com,Dhaka,Dhaka,4/16/2026,,,0,0,0,0,0,0,,,,,,,,,,,
BIRDEM Women & Children Hospital,birdem-2@dab-bd.org,Dhaka,Dhaka,4/16/2026,,,2,0,0,0,2,1,,,,,,,,,,,
Bogura Civil Surgeon Office,bogura@cs.dghs.gov.bd,Rajshahi,Bogura,4/16/2026,,,11,0,0,0,14,10,,,,,,,,,,,
Brahmanbaria Civil Surgeon Office,brahmanbaria@cs.dghs.gov.bd,Chattogram,Brahmanbaria,4/16/2026,,,8,2,0,0,8,12,,,,,,,,,,,
BRB Hospital Ltd,rasel.hr@brbhospital.com,Dhaka,Dhaka,4/16/2026,,,5,0,0,0,1,1,,,,,,,,,,,
Central Police Hospital Rajarbag Dhaka,unkown@cph.gov.bd,Dhaka,Dhaka,4/16/2026,,,0,1,0,0,1,1,,,,,,,,,,,
Chandpur Civil Surgeon Office,chandpur@cs.dghs.gov.bd,Chattogram,Chandpur,4/16/2026,,,20,0,0,0,20,6,,,,,,,,,,,
chapainawabganj Civil Surgeon Office,chapainawabganj@cs.dghs.gov.bd,Rajshahi,chapainawabganj,4/16/2026,,,21,0,0,0,21,44,,,,,,,,,,,
Chattogram Civil Surgeon Office,chittagong@cs.dghs.gov.bd,Chattogram,Chattogram,4/16/2026,,,20,0,0,0,20,13,,,,,,,,,,,
Chuadanga Civil Surgeon Office,chuadanga@cs.dghs.gov.bd,Khulna,Chuadanga,4/16/2026,,,3,0,0,0,3,3,,,,,,,,,,,
Continental Hospital,continental@example.com,Dhaka,Dhaka,4/16/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Cox's Bazar Civil Surgeon Office,coxsbazar@cs.dghs.gov.bd,Chattogram,Cox's Bazar,4/16/2026,,,39,0,1,0,39,40,,,,,,,,,,,
Crescent Gastroliver & General Hospital Ltd.,crescentgastroliver2010@gmail.com,Dhaka,Dhaka,4/16/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Cumilla Civil Surgeon Office,cumilla@cs.dghs.gov.bd,Chattogram,Cumilla,4/16/2026,,,24,0,0,0,19,10,,,,,,,,,,,
DELTA HOSPITAL LIMITED,amiruldelta@gmail.com,Dhaka,Dhaka,4/16/2026,,,0,0,0,0,0,1,,,,,,,,,,,
Dhaka Civil Surgeon Office,dhaka@cs.dghs.gov.bd,Dhaka,Dhaka,4/16/2026,,,11,0,0,0,10,4,,,,,,,,,,,
Dhaka medical College hospital,dmch@hospi.dghs.gov.bd,Dhaka,Dhaka,4/16/2026,,,2,2,0,0,2,3,,,,,,,,,,,
Dinajpur Civil Surgeon Office,dinajpur@cs.dghs.gov.bd,Rangpur,Dinajpur,4/16/2026,,,20,0,0,0,0,0,,,,,,,,,,,
"DNCC Dedicated Covid-19 Hospital, Mohakhali, Dhaka",dncc.covid@hospi.dghs.gov.bd,Dhaka,Dhaka,4/16/2026,,,190,18,1,0,104,78,,,,,,,,,,,
"Dr. M R Khan shishu Hospital & Institute of Child Health, Mirpur-2, Dhaka",mrkhan.shishu@gmail.com,Dhaka,Dhaka,4/16/2026,,,26,26,1,1,10,8,,,,,,,,,,,
Dr. Sirajul Islam Medical College & Hospital Ltd.,simch.bd@gmail.com,Dhaka,Dhaka,4/16/2026,,,0,2,0,0,2,0,,,,,,,,,,,
Enam Medical College & Hospital,info@emch.com.bd,Dhaka,Dhaka,4/16/2026,,,0,0,0,0,1,4,,,,,,,,,,,
Faridpur Civil Surgeon Office,faridpur@cs.dghs.gov.bd,Dhaka,Faridpur,4/16/2026,,,20,0,0,0,20,23,,,,,,,,,,,
Feni Civil Surgeon Office,feni@cs.dghs.gov.bd,Chattogram,Feni,4/16/2026,,,9,0,0,0,3,7,,,,,,,,,,,
Gaibandha Civil Surgeon Office,gaibandha@cs.dghs.gov.bd,Rangpur,Gaibandha,4/16/2026,,,3,0,0,0,1,0,,,,,,,,,,,
Gazipur Civil Surgeon Office,gazipur@cs.dghs.gov.bd,Dhaka,Gazipur,4/16/2026,,,18,0,0,0,18,23,,,,,,,,,,,
Gopalganj  Civil Surgeon Office,gopalganj@cs.dghs.gov.bd,Dhaka,Gopalganj  ,4/16/2026,,,25,1,0,0,23,18,,,,,,,,,,,
Habiganj Civil Surgeon Office,habiganj@cs.dghs.gov.bd,Sylhet,Habiganj,4/16/2026,,,9,0,0,0,9,2,,,,,,,,,,,
Hi-Care General Hospital Ltd.,hicare13@gmail.com,Dhaka,Dhaka,4/16/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Holy Femily Red Crescent Medical College Hospital,hfrcmchdhaka@yahoo.com,Dhaka,Dhaka,4/16/2026,,,0,1,0,0,0,1,,,,,,,,,,,
Ibn Sina Hospital,ibnsinahospitaldhanmondidengue@gmail.com,Dhaka,Dhaka,4/16/2026,,,0,0,0,0,0,0,,,,,,,,,,,
"Infectious Diseases Hospital, Mohakhali, Dhaka-1212",kidh@hospi.dghs.gov.bd,Dhaka,Dhaka,4/16/2026,,,31,0,0,0,13,25,,,,,,,,,,,
Insaf Barakah Kidney & General Hospital,insafbarakah@gmail.com,Dhaka,Dhaka,4/16/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Islami Bank Hospital Motijheel,ibhdhaka@gmail.com,Dhaka,Dhaka,4/16/2026,,,1,1,0,0,1,3,,,,,,,,,,,
Jamalpur Civil Surgeon Office,jamalpur@cs.dghs.gov.bd,Mymensingh,Jamalpur,4/16/2026,,,14,0,0,0,14,4,,,,,,,,,,,
Japan Bangladesh Friendship Hospital Ltd.,jbfh24@yahoo.com,Dhaka,Dhaka,4/16/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Jashore Civil Surgeon Office,jashore@cs.dghs.gov.bd,Khulna,Jashore,4/16/2026,,,14,0,0,0,13,1,,,,,,,,,,,
Jhalakathi Civil Surgeon Office,jhalakathi@cs.dghs.gov.bd,Barisal,Jhalakathi,4/16/2026,,,5,0,0,0,3,2,,,,,,,,,,,
Jhenaidah Civil Surgeon Office,jhenaidah@cs.dghs.gov.bd,Khulna,Jhenaidah,4/16/2026,,,4,0,0,0,4,2,,,,,,,,,,,
Joypurhat Civil Surgeon Office,joypurhat@cs.dghs.gov.bd,Rajshahi,Joypurhat,4/16/2026,,,4,0,0,0,2,4,,,,,,,,,,,
Kasir Uddin Hospital & Diagnostic Center,zunaed.kmmch@gmail.com,Rangpur,Rangpur,4/16/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Khagrachhari Civil Surgeon Office,khagrachhari@cs.dghs.gov.bd,Chattogram,Khagrachhari,4/16/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Khidmah Hospital (Pvt.) Ltd.,info@khidmahhospital.com,Dhaka,Dhaka,4/16/2026,,,0,0,0,0,0,1,,,,,,,,,,,
Khulna Civil Surgeon Office,khulna@cs.dghs.gov.bd,Khulna,Khulna,4/16/2026,,,7,0,0,0,7,2,,,,,,,,,,,
Kishoreganj Civil Surgeon Office,kishoreganj@cs.dghs.gov.bd,Dhaka,Kishoreganj,4/16/2026,,,15,0,0,0,14,20,,,,,,,,,,,
Kurigram Civil Surgeon Office,kurigram@cs.dghs.gov.bd,Rangpur,Kurigram,4/16/2026,,,1,0,0,0,0,0,,,,,,,,,,,
Kurmitola General Hospital,curmitolahospital@hospi.dghs.gov.bd,Dhaka,Dhaka,4/16/2026,,,6,0,0,0,4,3,,,,,,,,,,,
Kushtia Civil Surgeon Office,kushtia@cs.dghs.gov.bd,Khulna,Kushtia,4/16/2026,,,39,0,0,0,39,15,,,,,,,,,,,
Kuwait Bangladesh Friendship Govt. Hospital,kbfgh@hospi.dghs.gov.bd,Dhaka,Dhaka,4/16/2026,,,2,3,0,0,4,1,,,,,,,,,,,
Lakshmipur Civil Surgeon Office,lakshmipur@cs.dghs.gov.bd,Chattogram,Lakshmipur,4/16/2026,,,18,0,0,0,18,13,,,,,,,,,,,
Lalmonirhat Civil Surgeon Office,lalmonirhat@cs.dghs.gov.bd,Rangpur,Lalmonirhat,4/16/2026,,,1,0,0,0,0,2,,,,,,,,,,,
Madaripur Civil Surgeon Office,madaripur@cs.dghs.gov.bd,Dhaka,Madaripur,4/16/2026,,,4,0,0,0,4,5,,,,,,,,,,,
Magura Civil Surgeon Office,magura@cs.dghs.gov.bd,Khulna,Magura,4/16/2026,,,8,0,0,0,8,9,,,,,,,,,,,
Manikganj Civil Surgeon Office,manikganj@cs.dghs.gov.bd,Dhaka,Manikganj,4/16/2026,,,11,1,0,0,11,2,,,,,,,,,,,
MARKS Medical College Hospital,marksgroupit@gmail.com,Dhaka,Dhaka,4/16/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Meherpur Civil Surgeon Office,meherpur@cs.dghs.gov.bd,Khulna,Meherpur,4/16/2026,,,2,0,0,0,1,8,,,,,,,,,,,
Millennium Specialized Hospital,infomshl99@gmail.com,Dhaka,Dhaka,4/16/2026,,,2,0,0,0,1,0,,,,,,,,,,,
Moulvibazar Civil Surgeon Office,moulvibazar@cs.dghs.gov.bd,Sylhet,Moulvibazar,4/16/2026,,,26,0,1,0,19,12,,,,,,,,,,,
"Mugda Medical College Hospital, Dhaka",first@hospi.dghs.gov.bd,Dhaka,Dhaka,4/16/2026,,,12,0,0,0,12,16,,,,,,,,,,,
Munshiganj Civil Surgeon Office,munshiganj@cs.dghs.gov.bd,Dhaka,Munshiganj,4/16/2026,,,4,0,0,0,2,3,,,,,,,,,,,
Mymensingh Civil Surgeon Office,mymensingh@cs.dghs.gov.bd,Mymensingh,Mymensingh,4/16/2026,,,2,0,0,0,1,1,,,,,,,,,,,
Naogaon Civil Surgeon Office,naogaon@cs.dghs.gov.bd,Rajshahi,Naogaon,4/16/2026,,,2,2,0,0,2,7,,,,,,,,,,,
Narail Civil Surgeon Office,narail@cs.dghs.gov.bd,Khulna,Narail,4/16/2026,,,7,0,0,0,7,3,,,,,,,,,,,
Narayanganj Civil Surgeon Office,narayanganj@cs.dghs.gov.bd,Dhaka,Narayanganj,4/16/2026,,,2,0,0,0,1,0,,,,,,,,,,,
Narsingdi Civil Surgeon Office,narsingdi@cs.dghs.gov.bd,Dhaka,Narsingdi,4/16/2026,,,6,0,0,0,6,3,,,,,,,,,,,
National Institute of Traumatology and Orthopaedic Rehabilitation (NITOR),nitor@hospi.dghs.gov.bd,Dhaka,Dhaka,4/16/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Natore Civil Surgeon Office,natore@cs.dghs.gov.bd,Rajshahi,Natore,4/16/2026,,,6,0,0,0,6,5,,,,,,,,,,,
Netrokona Civil Surgeon Office,netrokona@cs.dghs.gov.bd,Mymensingh,Netrokona,4/16/2026,,,9,0,0,0,6,2,,,,,,,,,,,
Nilphamari Civil Surgeon Office,nilphamari@cs.dghs.gov.bd,Rangpur,Nilphamari,4/16/2026,,,3,0,0,0,3,1,,,,,,,,,,,
Noakhali Civil Surgeon Office,noakhali@cs.dghs.gov.bd,Chattogram,Noakhali,4/16/2026,,,15,0,0,0,10,7,,,,,,,,,,,
Pabna Civil Surgeon Office,pabna@cs.dghs.gov.bd,Rajshahi,Pabna,4/16/2026,,,12,0,0,0,12,11,,,,,,,,,,,
Panchagarh Civil Surgeon Office,panchagarh@cs.dghs.gov.bd,Rangpur,Panchagarh,4/16/2026,,,1,0,0,0,1,0,,,,,,,,,,,
Patuakhali Civil Surgeon Office,patuakhali@cs.dghs.gov.bd,Barisal,Patuakhali,4/16/2026,,,18,0,0,0,18,12,,,,,,,,,,,
Pirojpur Civil Surgeon Office,pirojpur@cs.dghs.gov.bd,Barisal,Pirojpur,4/16/2026,,,8,6,0,0,4,2,,,,,,,,,,,
Popular Medical College And Hospital Ltd.,pmchcoordinator@yahoo.com,Dhaka,Dhaka,4/16/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Rajbari Civil Surgeon Office,rajbari@cs.dghs.gov.bd,Dhaka,Rajbari,4/16/2026,,,1,0,0,0,1,4,,,,,,,,,,,
Rajshahi Civil Surgeon Office,rajshahi@cs.dghs.gov.bd,Rajshahi,Rajshahi,4/16/2026,,,4,0,0,0,4,1,,,,,,,,,,,
"Rajshahi Medical College Hospital , Rajshahi",rajshahimch@hospi.dghs.gov.bd,Rajshahi,Rajshahi,4/16/2026,,,145,0,1,0,11,29,,,,,,,,,,,
Rangamati Civil Surgeon Office,rangamati@cs.dghs.gov.bd,Chattogram,Rangamati,4/16/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Rangpur Civil Surgeon Office,rangpur@cs.dghs.gov.bd,Rangpur,Rangpur,4/16/2026,,,10,0,0,0,0,0,,,,,,,,,,,
Satkhira Civil Surgeon Office,satkhira@cs.dghs.gov.bd,Khulna,Satkhira,4/16/2026,,,2,0,0,0,2,8,,,,,,,,,,,
"Shaheed Monsur Ali Medical College Hospital, Uttara, Dhaka",smamch.1995@gmail.com,Dhaka,Dhaka,4/16/2026,,,0,0,0,0,2,1,,,,,,,,,,,
Shaheed Suhrawardy Medical College Hospital,ssh@hospi.dghs.gov.bd,Dhaka,Dhaka,4/16/2026,,,44,0,0,0,37,47,,,,,,,,,,,
Shariatpur Civil Surgeon Office,shariatpur@cs.dghs.gov.bd,Dhaka,Shariatpur,4/16/2026,,,2,0,0,0,2,9,,,,,,,,,,,
Sherpur Civil Surgeon Office,sherpur@cs.dghs.gov.bd,Mymensingh,Sherpur,4/16/2026,,,7,0,0,0,6,0,,,,,,,,,,,
Sir Saliimullah Medical College Mitford Hospital Dhaka,mitford@hospi.dghs.gov.bd,Dhaka,Dhaka,4/16/2026,,,8,0,0,0,2,2,,,,,,,,,,,
Sirajganj Civil Surgeon Office,sirajganj@cs.dghs.gov.bd,Rajshahi,Sirajganj,4/16/2026,,,2,2,0,0,2,2,,,,,,,,,,,
Square Hospital Lt,muktadir@squarehospital.com,Dhaka,Dhaka,4/16/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Sunamganj Civil Surgeon Office,sunamganj@cs.dghs.gov.bd,Sylhet,Sunamganj,4/16/2026,,,22,0,1,0,14,16,,,,,,,,,,,
Sylhet Civil Surgeon Office,sylhet@cs.dghs.gov.bd,Sylhet,Sylhet,4/16/2026,,,11,0,0,0,9,14,,,,,,,,,,,
Tangail Civil Surgeon Office,tangail@cs.dghs.gov.bd,Dhaka,Tangail,4/16/2026,,,23,0,0,0,23,22,,,,,,,,,,,
Thakurgaon Civil Surgeon Office,thakurgaon@cs.dghs.gov.bd,Rangpur,Thakurgaon,4/16/2026,,,3,0,0,0,3,1,,,,,,,,,,,
United Medical College Hospital,unknown@umch.com,Dhaka,Dhaka,4/16/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Universal medical college hospital,umcrc2022@gmail.com,Dhaka,Dhaka,4/16/2026,,,0,2,0,0,0,0,,,,,,,,,,,
Uttara Crescent Hospital,shuvo.uch@gmail.com,Dhaka,Dhaka,4/16/2026,,,2,2,0,0,3,0,,,,,,,,,,,
Zainul Haque Sikder Women's Medical College & Hospital (pvt) Ltd. Gulshan.,info@sikderhospital.net,Dhaka,Dhaka,4/16/2026,,,0,0,0,0,0,0,,,,,,,,,,,
AMZ Hospital Ltd.,amzhospitalltd.mis10699@gmail.com,Dhaka,Dhaka,4/17/2026,,,0,0,0,0,0,0,,,,,,,,,,,
Anwer Khan Modern Medical College Hospital,akmmchcovid19@gmail.com,Dhaka,Dhaka,4/17/2026,,,0,8,0,0,2,3,,,,,,,,,,,
